"1" "2" "3" "4" "5" "6"
"1983" 0.729117091785102 0.134236249676333 0.178626075798698 0.157856065781791 0.302599796383507 0.325580535269792
"1984" 0.59330009681816 0.2313015095416 0.136649832753601 0.270368315891092 0.266094662205651 0.322441200260212
"1985" 0.807408776399285 0.127648398593818 0.216239261111948 0.177896432923695 0.327383619208025 0.33612330463784
"1986" 0.706444920640627 0.13709897443745 0.0758091898348925 0.125031807865848 0.176539003126133 0.426386662531772
"1987" 0.633172454319781 0.126340280558075 0.203829862056881 0.188096188641008 0.407084096915861 0.311424627723108
"1988" 0.800844336317174 0.203881136568081 0.0958514065878716 0.249818143641201 0.219131055933076 0.362248014514056
"1989" 0.0948112054540645 0.121024800516814 0.120478837400728 0.182153907954267 0.45513102068353 0.224629472620533
"1990" 0.716290469337252 0.100788649604643 0.296995343693268 0.404085481445789 0.371851497402421 0.296368849509005
"1991" 0.816892013400455 0.26616310011248 0.191224689797595 0.391202667425295 0.658705717687052 0.665676278222266
"1992" 0.603466048806903 0.135687441609562 0.223881316719532 0.301024251685218 0.792313186237671 0.762130438631388
"1993" 0.695508291745369 0.095898594209119 0.195519858433652 0.47083137347375 0.449824141605049 0.704160811087878
"1994" 0.628084427024884 0.138699040239189 0.183171902071799 0.354081177229993 0.640480456904356 0.675413773106769
"1995" 0.640380449934832 0.125776765768913 0.153693865781299 0.413957084626172 0.670811878919128 0.718614544194108
"1996" 0.731668592550722 0.125320535441705 0.11357233718204 0.397955324738618 0.631017250914635 0.735587900654376
"1997" 0.594205430683183 0.148517304065755 0.206933143225053 0.420373187353262 0.639463548405079 0.4979173066867
"1998" 0.756084248589457 0.0902194096179794 0.213435579856502 0.339204336676329 0.601415795510714 0.482701138988178
"1999" 0.576737919377965 0.198339684209427 0.089718025435384 0.476831436892807 0.725299687264846 0.75458049796353
"2000" 0.239922210169674 0.157371270296468 0.352084669604455 0.265641239438914 0.729310988628079 0.767288936241764
"2001" 0.786405729062971 0.147414891400635 0.312976993882484 0.364857188771075 0.289110119538998 0.719259859006983
"2002" 0.399195496947667 0.186218726217941 0.137095711142694 0.568360967529557 0.76704025314256 0.766398162732922
"2003" 0.61160855175367 0.145057777392342 0.283295580068529 0.373020381057387 0.716701726105196 0.763681616820813
"2004" 0.547350963146765 0.213238728413624 0.270916529441843 0.656966725031199 0.698073122065202 0.8318411182187
"2005" 0.71676493365402 0.211141628482977 0.363207895178583 0.498842775608213 0.743297136405157 0.772043907661381
"2006" 0.30809239125074 0.319808034863574 0.431501232126546 0.551537281524745 0.813082560019423 0.818341620293947
"2007" 0.588953779351977 0.133326500851905 0.343659565981156 0.572184181101308 0.814041184233184 0.815787120949797
"2008" 0.6763436162744 0.217196346699433 0.122325816764396 0.578977189710091 0.744747528454832 0.834538877777104
"2009" 0.663652467825936 0.226852627235667 0.308998340560406 0.39570699284491 0.6875124081644 0.822953607628315
"2010" 0.522937157105485 0.133140955161723 0.273491892473282 0.694897453529385 0.677239026668698 0.782065235917711
"2011" 0.662672662066555 0.0949472397500259 0.125366733569629 0.383412325204673 0.631754062819203 0.570582639276213
"2012" 0.509213372583621 0.120396484138505 0.0885556500638404 0.228494914325866 0.509970026286139 0.376591454307256
"2013" 0.346289389455952 0.104515606148083 0.167472974228048 0.181180439668172 0.380494532917984 0.742363954659686
"2014" 0.358283049435627 0.138769575389518 0.165169699120656 0.330064044068763 0.31818552385107 0.665359083006277
"2015" 0.28423114648284 0.0939294611342212 0.103302676875292 0.175053049621045 0.249094440092468 0.311668661196395
"2016" 0.642470110191846 0.115485966891679 0.103277040236123 0.135086717884667 0.507532606644278 0.446846487527567
"2017" 0.294859593103189 0.115296203249826 0.112778675850399 0.148237360098454 0.175703961701424 0.455621004454518
"2018" 0.685063104993338 0.105542030174031 0.175229542631741 0.140698938853625 0.344980687409421 0.248866528194262
"2019" 0.351813876648967 0.192437974869893 0.15121871099233 0.603121454435218 0.609402979964418 0.749463924034807
"2020" 0.280630802603902 0.128552935207941 0.298768917900528 0.339179918612374 0.742474578426727 0.780144347788253
"2021" 0.41105125193866 0.141029507026381 0.129711452521951 0.329381226574904 0.387167929876434 0.62382086330153
"2022" 0.239038501121651 0.195707678284597 0.295080131010901 0.443782134985527 0.65212811539226 0.679822123414253
